City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,dire,12.2833,-10.9667,296.56,98,100,1.75,ML,1689543502
283,nema,57.5067,50.5011,286.74,71,88,2.92,RU,1689543502
284,khandyga,62.6667,135.6,286.61,69,83,2.27,RU,1689543503
285,codrington,-38.2667,141.9667,278.07,94,3,4.71,AU,1689543503
286,korla,41.7597,86.1469,305.06,17,3,5.7,CN,1689543503
287,soufriere,13.8562,-61.0566,301.96,82,75,10.29,LC,1689543504
288,yeppoon,-23.1333,150.7333,290.03,82,91,4.85,AU,1689543504
289,swift current,50.2834,-107.8014,295.6,40,0,2.06,CA,1689543438
290,kruisfontein,-34.0033,24.7314,286.41,57,81,1.71,ZA,1689543505
291,nosy varika,-20.5833,48.5333,291.44,83,24,2.14,MG,1689543505
292,san juan,-31.5375,-68.5364,283.54,36,0,4.56,AR,1689543506
293,cabedelo,-6.9811,-34.8339,296.52,83,7,5.82,BR,1689543214
294,jacutinga,-22.2856,-46.6122,290.2,62,6,0.81,BR,1689543506
295,bafq,31.6128,55.4107,305.57,12,0,3.29,IR,1689543507
296,terra santa,-2.1042,-56.4869,301.41,54,89,1.24,BR,1689543507
297,misratah,32.3754,15.0925,301.28,57,0,2.22,LY,1689543507
298,tantou,26.0314,119.5986,301.02,94,75,4.0,CN,1689543508
299,xinhui,22.456,113.0482,299.9,86,100,8.1,CN,1689543508
300,udachny,66.4167,112.4,283.4,61,100,4.41,RU,1689543508
301,sydney,-33.8679,151.2073,286.08,92,75,3.6,AU,1689543055
302,cockburn town,21.4612,-71.1419,301.71,82,1,7.3,TC,1689543509
303,iquique,-20.2208,-70.1431,292.17,76,20,2.1,CL,1689543504
304,trat,12.5,102.5,298.5,89,100,3.57,TH,1689543509
305,tonghae,37.5439,129.1069,297.36,85,52,1.79,KR,1689543510
306,hithadhoo,-0.6,73.0833,300.71,74,2,0.2,MV,1689543510
307,i-n-salah,27.1935,2.4607,309.52,6,0,7.77,DZ,1689543510
308,porto novo,6.4965,2.6036,300.05,86,100,3.59,BJ,1689543510
309,beledweyne,4.7358,45.2036,297.29,70,41,8.44,SO,1689543511
310,shakawe,-18.3667,21.85,284.93,46,4,2.62,BW,1689543511
311,guerrero negro,27.9769,-114.0611,299.99,54,89,6.12,MX,1689543511
312,kapuskasing,49.4169,-82.4331,298.2,41,75,3.6,CA,1689543511
313,cajamarca,-7.1638,-78.5003,293.19,49,75,3.09,PE,1689543512
314,novo aripuana,-5.1206,-60.3797,303.27,49,89,0.75,BR,1689543512
315,inongo,-1.95,18.2667,297.11,56,13,1.63,CD,1689543512
316,bayganin,48.6947,55.8742,292.43,59,19,6.87,KZ,1689543513
317,taroa,8.7058,171.2275,301.24,76,26,5.92,MH,1689543514
318,kumagunnam,13.1551,10.6342,305.2,38,72,1.99,NG,1689543514
319,pala,9.3642,14.9046,298.75,61,5,2.06,TD,1689543514
320,shizunai-furukawacho,42.3339,142.3669,292.89,96,100,1.75,JP,1689543514
321,makedonski brod,41.5136,21.2153,296.43,72,0,1.73,MK,1689543515
322,baoding,38.8511,115.4903,298.01,39,0,1.34,CN,1689543515
323,hailar,49.2,119.7,292.3,62,5,1.99,CN,1689543515
324,shibetsu,43.659,145.132,287.42,95,100,2.98,JP,1689543515
325,rakops,-21.0167,24.3333,286.33,37,50,3.04,BW,1689543516
326,awjilah,29.1081,21.2869,303.8,42,1,5.62,LY,1689543516
327,morehead city,34.7229,-76.726,306.16,86,0,8.23,US,1689543516
328,bamboo flat,11.7,92.7167,302.2,79,75,6.17,IN,1689543517
329,antonio enes,-16.2325,39.9086,294.69,76,0,4.14,MZ,1689543517
330,kirakira,-10.4544,161.9205,299.63,88,76,4.08,SB,1689543517
331,nar'yan-mar,67.6713,53.087,287.02,91,59,4.04,RU,1689543517
332,lawas,13.764,121.0566,299.57,87,100,1.22,PH,1689543518
333,al jaradiyah,16.5795,42.9124,308.87,51,32,1.68,SA,1689543518
334,colonia,50.9333,6.95,294.23,56,0,3.09,DE,1689543518
335,guli,28.8833,120.0333,297.65,94,83,1.25,CN,1689543518
336,bikin,46.8161,134.26,290.57,99,100,1.69,RU,1689543519
337,sevsk,52.1491,34.4926,289.55,77,62,2.73,RU,1689543519
338,tura,25.5198,90.2201,297.35,89,100,1.92,IN,1689543519
339,yanchep,-31.55,115.6833,283.22,80,14,2.94,AU,1689543519
340,akjoujt,19.6969,-14.4164,301.66,49,55,7.93,MR,1689543520
341,susuman,62.7833,148.1667,290.15,50,99,2.39,RU,1689543520
342,al mijlad,11.0333,27.7333,303.05,46,9,3.99,SD,1689543520
343,kaliganj,23.4095,89.1402,298.79,94,100,3.13,BD,1689543520
344,parun,35.4207,70.9221,287.14,60,1,4.36,AF,1689543521
345,tambopata,-12.7333,-69.1833,304.09,42,20,1.54,PE,1689543521
346,prince rupert,54.3161,-130.3201,289.2,86,100,3.09,CA,1689543521
347,san antonio de pale,-1.4014,5.6325,296.22,80,7,5.49,GQ,1689543521
348,pandan,14.0453,124.1694,299.75,85,97,4.06,PH,1689543522
349,alofi,-19.0595,-169.9187,293.09,94,100,5.14,NU,1689543522
350,saint-francois,46.4154,3.9054,291.84,72,0,0.0,FR,1689543522
351,mili,6.0815,171.735,301.09,71,44,6.13,MH,1689543522
352,metlili chaamba,32.2667,3.6333,305.67,9,0,2.06,DZ,1689543523
353,newman,37.3138,-121.0208,316.34,9,100,2.89,US,1689543523
354,issia,6.4922,-6.5856,295.57,99,100,1.29,CI,1689543523
355,usinsk,65.9939,57.5281,291.28,57,100,4.84,RU,1689543523
356,minatitlan,17.9833,-94.5167,302.2,89,40,5.14,MX,1689543524
357,kargasok,59.0556,80.8572,284.16,80,4,3.0,RU,1689543524
358,arteche,12.2645,125.4048,298.44,86,34,1.99,PH,1689543524
359,buala,-8.145,159.5921,300.11,84,100,2.44,SB,1689543524
360,padang,-0.9492,100.3543,297.18,87,48,1.65,ID,1689543525
361,moirang,24.5,93.7667,294.77,99,100,0.75,IN,1689543525
362,freetown,8.484,-13.2299,299.99,83,75,4.63,SL,1689543522
363,queenstown,-31.8976,26.8753,283.06,48,41,2.4,ZA,1689543525
364,vernal,40.4555,-109.5287,307.77,15,0,3.09,US,1689543525
365,dean funes,-30.4204,-64.3498,280.84,59,6,4.92,AR,1689543299
366,loukhi,66.0764,33.0381,288.72,73,97,2.78,RU,1689543526
367,puerto baquerizo moreno,-0.9,-89.6,299.7,74,75,6.69,EC,1689543526
368,coahuayana de hidalgo,18.7,-103.6583,307.04,57,56,3.21,MX,1689543526
369,zhumysker,49.3333,49.4,291.75,72,100,4.54,KZ,1689543527
370,faya-largeau,17.9257,19.1043,308.27,12,89,2.75,TD,1689543527
371,lamu,-2.2717,40.902,298.27,82,78,7.0,KE,1689543527
372,krasnokamsk,58.0802,55.7541,288.24,92,71,2.11,RU,1689543528
373,yinchuan,38.4681,106.2731,296.71,20,0,2.5,CN,1689543357
374,ad dabbah,18.05,30.95,307.07,10,0,3.45,SD,1689543528
375,lyantor,61.6195,72.1555,285.71,63,61,2.76,RU,1689543528
376,amungan,15.3652,119.9582,300.23,91,100,7.55,PH,1689543529
377,ar ruseris,11.8659,34.3869,298.94,70,100,3.05,SD,1689543529
378,ndelele,4.0333,14.9333,296.32,83,36,0.8,CM,1689543529
379,gereida,11.2811,25.1414,302.19,50,27,2.92,SD,1689543529
380,smithers,54.7804,-127.1743,296.33,40,75,4.12,CA,1689543529
381,dawei,14.0833,98.2,297.97,93,100,2.51,MM,1689543530
382,argo,37.6333,22.7333,300.81,48,0,2.12,GR,1689543530
383,capanema,-1.1958,-47.1808,296.74,97,48,1.71,BR,1689543530
384,medina,24.4686,39.6142,312.39,13,0,2.57,SA,1689543317
385,mount pearl,47.5166,-52.7813,297.34,73,75,8.23,CA,1689543348
386,dolinsk,47.35,142.8,285.38,95,100,1.27,RU,1689543531
387,aasiaat,68.7098,-52.8699,275.55,95,100,2.26,GL,1689543531
388,naze,28.3667,129.4833,300.66,84,97,7.39,JP,1689543363
389,corner brook,48.9667,-57.9484,300.24,80,83,1.84,CA,1689543483
390,tlahualilo de zaragoza,26.1167,-103.45,309.88,15,10,5.43,MX,1689543532
391,fisterra,42.9049,-9.2629,289.12,76,2,5.56,ES,1689543532
392,rawai,7.7797,98.3253,303.7,99,100,10.69,TH,1689543532
393,tinajo,29.0788,-13.7081,295.64,68,40,8.75,ES,1689543532
394,elko,41.0002,-115.5012,311.16,8,5,4.47,US,1689543533
395,walvis bay,-22.9575,14.5053,293.68,28,0,0.51,NA,1689543533
396,kokopo,-4.352,152.2633,299.37,81,93,2.66,PG,1689543533
397,tarata,-17.6167,-66.0167,298.83,35,2,3.85,BO,1689543533
398,cromer,52.9312,1.2989,289.34,76,100,7.93,GB,1689543534
399,urangan,-25.3,152.9,292.18,75,53,4.71,AU,1689543534
400,hauterive,46.0901,3.4459,291.57,69,15,0.51,FR,1689543534
401,pearsall,28.8922,-99.095,316.14,14,5,4.71,US,1689543534
402,magadan,59.5667,150.8,286.78,81,62,1.7,RU,1689543535
403,garachico,28.7781,-17.7646,294.53,78,100,7.2,ES,1689543535
404,fes,34.0372,-4.9998,302.29,44,0,2.06,MA,1689543535
405,novomykolayivka,47.9781,35.9102,290.9,62,24,1.36,UA,1689543536
406,gwadar,25.1216,62.3254,301.09,79,65,2.55,PK,1689543536
407,margate,51.3813,1.3862,289.21,75,85,4.02,GB,1689543536
408,beyla,8.6833,-8.6333,293.88,97,100,1.52,GN,1689543536
409,la'ie,21.6477,-157.9253,302.13,73,23,2.68,US,1689543537
410,china,25.7,-99.2333,314.51,14,8,8.56,MX,1689543537
411,abbeville,50.1,1.8333,290.13,91,67,3.27,FR,1689543537
412,west end,26.6833,-78.9667,303.14,72,100,3.68,BS,1689543537
413,ballina,-28.8667,153.5667,285.81,82,40,3.43,AU,1689543538
414,nogliki,51.8333,143.1667,286.37,89,100,3.81,RU,1689543538
415,aban,56.67,96.06,287.84,76,67,1.85,RU,1689543538
416,mbanza kongo,-6.267,14.2401,295.12,67,27,1.44,AO,1689543538
417,igarka,67.4667,86.5833,278.22,79,26,1.05,RU,1689543538
418,piti village,13.4626,144.6933,301.65,89,0,1.54,GU,1689543539
419,gaalkacyo,6.7697,47.4308,298.31,59,66,9.76,SO,1689543539
420,lewistown,40.5992,-77.5714,304.35,76,0,3.09,US,1689543539
421,ciudad lazaro cardenas,17.9583,-102.2,303.89,75,19,5.23,MX,1689543540
422,persembe,41.0656,37.7714,294.83,82,2,2.95,TR,1689543540
423,pachora,20.6667,75.35,298.28,82,99,5.02,IN,1689543540
424,palikir - national government center,6.9248,158.1611,299.62,89,100,2.06,FM,1689543540
425,antsiranana,-12.2787,49.2917,295.63,78,15,4.01,MG,1689543541
426,kolonia,50.9333,6.95,294.23,56,0,3.09,DE,1689543541
427,san rafael del sur,11.8485,-86.4384,300.69,72,100,5.08,NI,1689543541
428,taounate,34.5,-4.8333,302.0,39,0,1.89,MA,1689543541
429,kuanda,56.3161,116.0806,293.48,67,26,1.4,RU,1689543541
430,breckenridge,32.7557,-98.9023,312.26,25,40,4.63,US,1689543542
431,minchianabad,30.163,73.5685,305.91,58,24,1.79,PK,1689543542
432,tuensang,26.2833,94.8333,294.37,97,100,0.76,IN,1689543542
433,ust-tsilma,65.441,52.1498,289.16,88,66,1.97,RU,1689543542
434,antigo,45.1402,-89.1523,296.55,46,40,8.75,US,1689543543
435,bata,1.8639,9.7658,297.75,89,99,2.9,GQ,1689543543
436,hadibu,12.65,54.0333,298.52,81,53,8.74,YE,1689543543
437,banda aceh,5.5577,95.3222,299.66,77,100,6.06,ID,1689543543
438,geraldton,-28.7667,114.6,277.38,87,0,4.63,AU,1689543544
439,tomatlan,19.9333,-105.25,306.74,55,42,4.3,MX,1689543544
440,metahara,8.9,39.9167,299.2,51,59,6.02,ET,1689543544
441,whakatane,-37.9585,176.9854,285.86,75,5,0.89,NZ,1689543544
442,vernon,50.2581,-119.2691,309.78,14,28,1.03,CA,1689543384
443,salaga,8.5508,-0.5188,297.05,95,99,2.02,GH,1689543545
444,varna,43.2167,27.9167,296.73,88,0,0.0,BG,1689543546
445,gebeit,21.0667,36.3167,306.05,23,3,1.97,SD,1689543546
446,devils lake,48.1128,-98.8651,291.45,56,100,6.69,US,1689543546
447,port alfred,-33.5906,26.891,289.56,55,57,2.77,ZA,1689543546
448,quellon,-43.1167,-73.6167,279.29,75,0,2.57,CL,1689543547
449,nuku'alofa,-21.1333,-175.2,296.34,64,20,5.14,TO,1689543547
450,rio grande,-32.035,-52.0986,284.21,69,31,4.23,BR,1689543547
451,suva,-18.1416,178.4415,295.86,88,75,4.12,FJ,1689543548
452,kievka,50.2619,71.5514,292.28,49,7,3.47,KZ,1689543548
453,figuig (centre),32.1089,-1.2286,303.48,8,0,3.52,MA,1689543548
454,ubari,26.5921,12.7805,303.27,17,64,2.72,LY,1689543548
455,podujeva,42.9106,21.1931,298.68,78,37,0.8,XK,1689543549
456,kochenevo,55.0218,82.202,285.81,93,0,2.87,RU,1689543549
457,kirsanov,52.6549,42.7224,287.85,93,78,4.08,RU,1689543549
458,tazovsky,67.4667,78.7,279.37,55,28,4.08,RU,1689543549
459,mil'kovo,55.6078,37.7956,291.88,70,67,1.73,RU,1689543550
460,caconda,-13.7333,15.0667,288.14,35,41,1.12,AO,1689543550
461,chiang klang,19.2938,100.8617,297.0,100,98,0.22,TH,1689543550
462,salekhard,66.53,66.6019,289.56,68,70,5.4,RU,1689543550
463,laojunmiao,39.8333,97.7333,295.3,28,0,3.13,CN,1689543551
464,wynyard,-41.0,145.7167,284.59,84,77,4.32,AU,1689543551
465,jinxiang,27.4327,120.6062,299.36,90,52,3.07,CN,1689543551
466,fort st. john,56.2499,-120.8529,293.09,64,100,2.06,CA,1689543552
467,kavaratti,10.5669,72.642,301.25,78,100,8.44,IN,1689543552
468,mandalgovi,45.7625,106.2708,292.56,51,16,2.97,MN,1689543552
469,novohrad-volynskyi,50.5941,27.6165,292.37,72,0,2.93,UA,1689543552
470,kourou,5.1552,-52.6478,298.18,85,4,4.57,GF,1689543553
471,vallenar,-28.5708,-70.7581,292.29,32,100,1.83,CL,1689543553
472,pisco,-13.7,-76.2167,294.18,68,100,5.14,PE,1689543553
473,chiredzi,-21.05,31.6667,288.3,40,0,1.53,ZW,1689543553
474,missoula,47.0166,-113.8009,303.06,21,73,1.56,US,1689543554
475,jutai,-5.1833,-68.9,298.97,87,91,1.03,BR,1689543554
476,lushun,38.8,121.2667,294.27,71,0,0.54,CN,1689543554
477,tumayr,25.7039,45.868,305.27,7,0,3.97,SA,1689543554
478,manokwari,-0.8667,134.0833,298.66,79,79,1.5,ID,1689543555
479,borgarnes,64.5383,-21.9206,285.18,65,28,4.34,IS,1689543555
480,campoverde,-8.4753,-74.8058,300.98,63,87,0.59,PE,1689543555
481,kiunga,-6.1219,141.2906,295.49,94,100,0.37,PG,1689543555
482,amqui,48.4638,-67.4313,293.33,97,100,4.5,CA,1689543556
483,cocal,-28.6167,-49.35,285.78,91,37,0.96,BR,1689543556
484,vadso,70.0744,29.7487,286.64,93,20,5.66,NO,1689543556
485,kiama,-34.6833,150.8667,282.91,93,25,2.46,AU,1689543556
486,al muwayh,22.4333,41.7583,302.88,26,38,3.99,SA,1689543557
487,aldinga beach,-35.2793,138.4604,282.96,74,0,2.73,AU,1689543557
488,weno,7.4515,151.8468,299.12,94,100,2.06,FM,1689543557
489,marka,1.7159,44.7717,297.79,82,65,7.68,SO,1689543557
490,takoradi,4.8845,-1.7554,298.17,89,78,4.24,GH,1689543557
491,orkney,-26.9802,26.6727,282.72,48,0,1.1,ZA,1689543558
492,carnarvon,-24.8667,113.6333,287.88,46,0,4.54,AU,1689543558
493,lorengau,-2.0226,147.2712,301.48,78,16,5.34,PG,1689543558
494,ancud,-41.8697,-73.8203,277.08,74,4,3.77,CL,1689543558
495,mgandu,-5.95,34.1333,288.74,51,0,4.33,TZ,1689543559
496,watsa,3.0372,29.5355,291.17,93,29,0.56,CD,1689543559
497,ilheus,-14.7889,-39.0494,297.05,88,20,1.54,BR,1689543559
498,malango,-2.9627,119.9001,291.56,95,100,0.52,ID,1689543559
499,axim,4.8699,-2.2405,298.11,88,98,3.71,GH,1689543560
500,santa cruz cabralia,-16.2781,-39.0247,295.28,100,75,1.03,BR,1689543360
501,thunder bay,48.4001,-89.3168,289.14,77,75,1.54,CA,1689543560
502,strelka,58.0728,93.0344,286.05,97,81,1.87,RU,1689543560
503,yuxia,34.0615,108.6291,294.49,65,0,2.42,CN,1689543560
504,smara,26.7384,-11.6719,294.55,74,0,8.49,EH,1689543561
505,mbabane,-26.3167,31.1333,282.95,45,0,1.99,SZ,1689543561
506,dahab,28.501,34.5134,306.48,31,0,2.41,EG,1689543561
507,khuzdar,27.7384,66.6434,302.2,43,64,1.3,PK,1689543561
508,malanje,-9.5402,16.341,293.95,32,0,1.79,AO,1689543562
509,linxia chengguanzhen,35.6003,103.2064,288.6,57,60,1.88,CN,1689543562
510,novyy turtkul',41.55,61.0167,299.1,17,87,2.86,UZ,1689543562
511,galesong,-5.3166,119.3661,293.16,75,30,3.75,ID,1689543562
512,oradea,47.0667,21.9333,299.17,65,75,3.58,RO,1689543486
513,vihti,60.417,24.3197,291.96,93,100,3.58,FI,1689543563
514,thinadhoo,0.5333,72.9333,300.71,73,10,1.33,MV,1689543563
515,kingston,17.997,-76.7936,303.82,81,40,12.86,JM,1689543554
516,dindori,22.95,81.0833,297.19,90,100,1.77,IN,1689543563
517,oranjemund,-28.55,16.4333,287.75,67,9,3.2,NA,1689543563
518,bubaque,11.2833,-15.8333,300.83,80,100,7.96,GW,1689543564
519,granada,37.25,-3.25,301.09,20,3,3.09,ES,1689543564
520,beyneu,45.3167,55.2,296.75,50,24,4.57,KZ,1689543564
521,kyshtovka,56.555,76.6271,285.48,91,8,2.18,RU,1689543564
522,bandar-e lengeh,26.5579,54.8807,306.21,79,18,2.06,IR,1689543565
523,jieyang,23.5289,116.3642,300.11,94,40,4.51,CN,1689543565
524,ketchikan,55.3422,-131.6461,290.41,82,100,4.63,US,1689543565
525,yuzhno-kurilsk,44.0306,145.8556,286.87,89,100,1.79,RU,1689543565
526,cardigan,52.0847,-4.6591,289.11,91,39,5.15,GB,1689543566
527,bilmak,47.3624,36.6511,292.63,54,89,1.88,UA,1689543566
528,norfolk,42.1668,-71.2495,298.22,95,100,0.45,US,1689543566
529,jurovski dol,46.6063,15.7841,296.38,88,0,0.9,SI,1689543566
530,dalton,34.7698,-84.9702,305.88,62,20,2.06,US,1689543498
531,qarah bagh,34.9402,61.7759,298.32,23,0,3.7,AF,1689543567
532,outokumpu,62.7269,29.0159,292.09,70,100,2.71,FI,1689543567
533,kavieng,-2.5744,150.7967,301.52,76,95,3.36,PG,1689543567
534,novaya igirma,57.1334,103.9112,289.43,99,100,2.86,RU,1689543567
535,akureyri,65.6835,-18.0878,281.11,81,75,5.14,IS,1689543568
536,khurda,20.1833,85.6167,299.1,83,100,2.08,IN,1689543568
537,churapcha,62.0025,132.4325,285.33,76,12,2.57,RU,1689543568
538,zhangye,38.9342,100.4517,295.18,36,1,2.98,CN,1689543568
539,kani keli,-12.9536,45.1033,296.74,70,91,7.33,YT,1689543569
540,al mishkhab,31.8042,44.4911,309.21,8,0,3.63,IQ,1689543569
541,san luis de la loma,17.2706,-100.8939,304.39,70,17,3.41,MX,1689543569
542,kristiansund,63.1115,7.732,288.18,88,0,1.54,NO,1689543569
543,vredendal,-31.6683,18.5012,287.41,63,84,1.45,ZA,1689543569
544,onguday,50.75,86.15,285.28,71,17,1.62,RU,1689543570
545,zhezqazghan,47.7833,67.7667,300.71,28,91,1.6,KZ,1689543570
546,la ronge,55.1001,-105.2842,293.29,45,100,2.57,CA,1689543570
547,mitchell,43.7094,-98.0298,298.14,57,0,4.63,US,1689543392
548,sioux falls,43.55,-96.7003,300.07,55,40,5.14,US,1689543393
549,taoudenni,22.6783,-3.9836,310.07,29,44,6.01,ML,1689543571
550,argostolion,38.1811,20.489,300.46,60,0,0.71,GR,1689543571
551,broome,42.2506,-75.833,302.36,71,75,2.57,US,1689543572
552,urucara,-2.5364,-57.76,301.91,58,100,1.4,BR,1689543572
553,cambria,35.5641,-121.0808,311.56,60,100,2.38,US,1689543572
554,saint-philippe,-21.3585,55.7679,293.92,85,61,5.2,RE,1689543572
555,blumenau,-26.9194,-49.0661,292.01,86,0,0.83,BR,1689543573
556,itumba,-9.4,33.1833,284.19,96,2,2.32,TZ,1689543573
557,fiambala,-27.6871,-67.6149,285.06,36,14,2.69,AR,1689543573
558,harrislee,54.8,9.3833,290.07,84,99,3.6,DE,1689543573
559,masterton,-40.9597,175.6575,281.42,86,1,0.94,NZ,1689543573
560,verdun,49.25,5.3333,291.02,49,6,3.23,FR,1689543574
561,elverum,60.8819,11.5623,286.84,90,93,5.04,NO,1689543574
562,tipasa,36.5897,2.4475,300.42,71,35,2.03,DZ,1689543574
563,kish,26.5578,54.0194,306.3,84,7,3.09,IR,1689543574
564,paraiso,9.8383,-83.8656,297.63,98,100,1.83,CR,1689543575
565,tshikapa,-6.4167,20.8,297.57,31,8,0.86,CD,1689543575
566,papao,-17.75,-149.55,301.97,67,2,0.95,PF,1689543575
567,sioux city,42.5,-96.4003,300.92,47,20,3.58,US,1689543575
568,kuyeda,56.4311,55.5886,288.64,84,99,5.82,RU,1689543576
